id,target
54856,58903.663776672845
54857,14279.538007656873
54858,20466.91104184718
54859,22729.559635090445
54860,8079.768353116701
54861,29541.462025244153
54862,14410.371875983054
54863,46356.911606365065
54864,16733.474563762546
54865,12284.914585272129
54866,46135.112894293634
54867,30475.78948034353
54868,30684.01516457536
54869,66243.76611879507
54870,52875.48439138879
54871,49748.398871083664
54872,34767.691941507604
54873,7177.8511682138205
54874,40942.33165356175
54875,38798.441906979635
54876,15276.241373796967
54877,30605.719378745733
54878,28217.934569595516
54879,30091.424163720305
54880,66599.7847984948
54881,21551.61147907404
54882,34753.52797668187
54883,20730.277839171322
54884,21665.263585665707
54885,18782.450342463762
54886,97375.08923977146
54887,23697.94113531352
54888,132147.15906845144
54889,17230.729278427258
54890,42483.4263753938
54891,32783.65008832786
54892,107562.79969617659
54893,21551.970675121578
54894,12444.587093994865
54895,29477.389202008613
54896,30863.41891103623
54897,15482.31892825972
54898,17801.76194727188
54899,15559.883952508522
54900,12824.602635199639
54901,13713.85534416261
54902,54005.751437100065
54903,45027.83218783323
54904,82550.48953672493
54905,17715.129942925876
54906,63496.066563312976
54907,43972.906969652526
54908,38034.077098457834
54909,12748.127518972633
54910,81661.92163493346
54911,13008.52712955916
54912,11205.738172378593
54913,24178.329317562035
54914,11787.028778652522
54915,81884.19803820284
54916,18202.625782112656
54917,12495.430333790577
54918,17694.63134952122
54919,24521.333335358027
54920,57829.1253295823
54921,12652.579852471166
54922,10145.67571959785
54923,52220.59787223406
54924,78432.56574198986
54925,36199.22230726227
54926,67269.26514858584
54927,29594.46976579933
54928,32020.80387574689
54929,13402.945384658866
54930,22589.933546269152
54931,94240.8134957395
54932,36772.75556495625
54933,12186.08530028372
54934,21867.48751444984
54935,74451.31005405549
54936,21333.832997453388
54937,30341.852811958637
54938,66438.72207927324
54939,141868.7589198007
54940,37595.03547441819
54941,12864.358451029366
54942,27206.043779061747
54943,38672.11218008676
54944,11804.089509066887
54945,68680.76023847428
54946,83723.26495114528
54947,71071.66362623857
54948,22161.563739094974
54949,42221.26512423227
54950,21301.538369190574
54951,53401.47037928032
54952,58513.20045045399
54953,47899.36516636317
54954,16182.893806108104
54955,105995.03952624697
54956,45582.436172485475
54957,14431.853460834354
54958,34147.22123098282
54959,12146.650820992721
54960,48957.08085124551
54961,36624.85400095894
54962,12203.638970424943
54963,68113.49081865564
54964,12672.49673869081
54965,33331.15415405691
54966,51337.10141191386
54967,32700.060422456037
54968,41116.21691082038
54969,37220.41786867936
54970,62316.38479305523
54971,93710.76743010327
54972,41009.18144404192
54973,61655.81521350623
54974,16585.926455309225
54975,10752.578101550585
54976,25329.696816234245
54977,21184.298928387743
54978,43519.746182503724
54979,13599.48215693155
54980,45684.79230757825
54981,27777.38740505884
54982,12821.336382781896
54983,37298.67986436481
54984,63398.85708538087
54985,28978.27894122225
54986,31487.254990400033
54987,51268.79561282698
54988,84120.97321108244
54989,17177.04655565365
54990,24291.644632428088
54991,65417.030993300745
54992,16875.105546449686
54993,52454.121840514475
54994,11659.708298678695
54995,73128.52756118466
54996,24891.41474079792
54997,10844.16359371462
54998,30599.04988426077
54999,34068.26639837206
55000,51506.6941435102
55001,80623.29311229246
55002,79917.83670563804
55003,22968.57072139248
55004,48794.76931655898
55005,39915.80560781092
55006,38022.04474807119
55007,32025.109209325103
55008,94355.70243619205
55009,90070.67109287123
55010,49302.15699623589
55011,67732.54189897676
55012,22186.035409865424
55013,63679.66023912161
55014,28911.21784926841
55015,64285.365902094614
55016,69077.94659700851
55017,18417.30133235767
55018,36826.65418533569
55019,57241.56615113082
55020,31818.319920089027
55021,19997.440558333554
55022,89525.69127195407
55023,48861.758774874084
55024,31459.37912220945
55025,16174.648547958865
55026,23119.14994164434
55027,47053.54993002072
55028,36256.38632127336
55029,84523.69673717408
55030,29987.837223109505
55031,18885.17011896899
55032,32290.246095167557
55033,91634.64719805926
55034,53380.37380033142
55035,14789.357013710369
55036,29420.332024214105
55037,21994.32050897705
55038,35086.430698050965
55039,16547.93004093608
55040,42896.367187735676
55041,30593.4919921434
55042,112367.31951599702
55043,7729.86585785928
55044,37493.41752335654
55045,40853.13109672488
55046,16772.241788531857
55047,32527.515727288363
55048,39363.83566828505
55049,11119.678789639349
55050,28198.162673272687
55051,83280.16199091775
55052,28568.10255626766
55053,33189.95627879373
55054,83040.32816298277
55055,10263.107194612528
55056,45189.597481294106
55057,46487.10679102931
55058,27764.07390062974
55059,40435.272113809
55060,31276.38851374436
55061,44871.664109884136
55062,11290.0748768138
55063,14428.657742699746
55064,62694.485654644355
55065,23456.343029038188
55066,45908.14464537303
55067,32872.6316578867
55068,97302.20253759138
55069,17694.277341100937
55070,34037.40182479019
55071,63774.84913481733
55072,17256.589024971818
55073,64563.36283419126
55074,47520.765333024254
55075,79963.65206636528
55076,14687.423765684607
55077,15583.604015086155
55078,24669.59504753909
55079,13553.315592132229
55080,38157.1258917253
55081,45848.959738983016
55082,109299.45569389098
55083,94692.54927142891
55084,82156.63655112518
55085,17598.86020261806
55086,34893.67303091423
55087,57351.70534493325
55088,33191.36771440776
55089,85794.11953118726
55090,20207.539077615984
55091,42939.89813209483
55092,77939.01128064502
55093,10540.176965954923
55094,75413.86088612583
55095,41225.096307946784
55096,41943.202189089796
55097,21137.020773613975
55098,56482.67155961024
55099,32802.16106056741
55100,48264.003134685154
55101,53925.565872400475
55102,22297.66005166954
55103,21984.12539417042
55104,49842.23497159271
55105,49000.6548047818
55106,16671.57437170442
55107,17779.50062212893
55108,35233.03114524986
55109,53255.72417893472
55110,11655.801963944117
55111,56150.96950932706
55112,74891.51228429434
55113,47682.27133234488
55114,90515.58101619083
55115,31618.187561885814
55116,62268.88301202263
55117,3781.4781376766146
55118,39366.69372932288
55119,45431.39203407459
55120,24363.68339493246
55121,27042.471711592287
55122,14827.803611049514
55123,92614.54665935731
55124,49217.62009504087
55125,101663.3928104028
55126,11493.098759004748
55127,61964.17176338966
55128,52571.41764105839
55129,46125.73698810537
55130,20741.5839625773
55131,53208.95723578835
55132,69912.67630333605
55133,21476.4765307661
55134,80614.29958133001
55135,98534.63245484047
55136,32716.521532359213
55137,18053.551448166185
55138,28727.297247825187
55139,24834.819181321844
55140,19092.905453663665
55141,25957.28734425062
55142,45829.858946955144
55143,27598.310269630532
55144,25556.460554033725
55145,47688.567141967374
55146,64745.53746970319
55147,69566.62813957837
55148,58119.13940683866
55149,19514.38365392765
55150,29897.359043581746
55151,73152.17372849004
55152,16101.833550557127
55153,24064.995384765865
55154,19719.066317193134
55155,54231.0799980639
55156,58866.09757812914
55157,10025.524773195773
55158,86466.98360335751
55159,88127.57923005619
55160,45958.10475925456
55161,20043.04856103433
55162,81181.45170563499
55163,24804.377274153663
55164,23267.29874736346
55165,48826.24754115171
55166,27739.49268870312
55167,90748.38541257073
55168,26568.238815525197
55169,70984.21180862682
55170,44768.8666055984
55171,12883.73343877282
55172,20057.18823434965
55173,83150.6358958839
55174,10384.458494833845
55175,37089.59584826308
55176,27271.862421064005
55177,46281.1061547263
55178,102325.57665492555
55179,42243.885073299425
55180,24033.798490992584
55181,14461.73358099638
55182,27825.174841940217
55183,63581.93237664094
55184,12864.651438960975
55185,21665.263585665707
55186,10622.868551355681
55187,19393.25852861268
55188,20037.403268645667
55189,49016.36895304846
55190,25667.86371445234
55191,79416.42456705637
55192,51085.3101765673
55193,11341.035435141759
55194,13875.059861653152
55195,57270.33306968697
55196,31861.073503414
55197,52988.18524811585
55198,10572.182306819906
55199,86489.04492782526
55200,64329.07981821271
55201,22367.082218908694
55202,22068.01585419409
55203,62694.485654644355
55204,52520.9924419282
55205,62769.76151879464
55206,63045.28638710666
55207,25563.828459998073
55208,41935.44501121842
55209,47972.72079669004
55210,37204.698904731835
55211,44605.69555041328
55212,27624.549037806253
55213,12086.632371115466
55214,50040.80212931889
55215,43665.80941915092
55216,94537.64962574672
55217,54641.60789549289
55218,16976.937214327056
55219,45488.79243380501
55220,15965.537277674612
55221,14831.3289131732
55222,20830.043051446133
55223,15907.929635755921
55224,26966.729320926286
55225,24770.605461960466
55226,43646.30120294141
55227,25225.875235272724
55228,19872.54210885656
55229,27216.11624292374
55230,128277.99913485524
55231,36406.995512942376
55232,22780.14935574309
55233,55464.30743607563
55234,44929.136148291596
55235,26309.16841609367
55236,44495.59167953999
55237,39683.09037903947
55238,43686.92938088915
55239,26538.966787730762
55240,79832.56284090524
55241,9862.194374777853
55242,54113.204746703
55243,110558.460623485
55244,54638.98295461906
55245,44131.559068719806
55246,67650.22362146893
55247,9822.669587693706
55248,42250.743123501044
55249,45692.74691905025
55250,12293.75024335619
55251,28062.124235884527
55252,77717.72756683303
55253,45087.928751644606
55254,66308.4846834062
55255,11822.404658960126
55256,11361.070121575696
55257,16160.00613575582
55258,52191.28263019677
55259,19993.12595747991
55260,97075.87793405577
55261,39378.94120959418
55262,12243.007667703823
55263,46693.485214330925
55264,79827.4403144287
55265,77820.66566424344
55266,32326.49886802747
55267,12453.708998300184
55268,31874.155167120196
55269,41879.03180997553
55270,12487.604272005878
55271,35742.8494193031
55272,16323.050913616968
55273,42805.666022903846
55274,8351.600637248657
55275,49024.89032715953
55276,20708.464196765464
55277,62205.636723954485
55278,68899.01399021354
55279,16267.269512958179
55280,15261.037401151048
55281,59696.38288680295
55282,50076.425529426066
55283,38661.99071344209
55284,21837.276627194642
55285,29592.310839296773
55286,18412.96804964832
55287,32101.02975373114
55288,10609.089020543319
55289,31650.890556677456
55290,44696.86922956927
55291,20571.673176970427
55292,16763.301609513765
55293,70925.29270488724
55294,52301.870755922355
55295,19963.43938401505
55296,16572.466167597046
55297,57892.41175835062
55298,73904.21639965383
55299,29522.494610915375
55300,24190.158164267497
55301,18325.612934739267
55302,24614.83519012103
55303,94789.78135994614
55304,31375.203678866375
55305,37872.36178898574
55306,43963.222188326225
55307,23111.186258241403
55308,8708.680388613666
55309,36275.25621101292
55310,11819.308211112404
55311,24038.061061134937
55312,15265.800585190731
55313,34145.702536808225
55314,88360.06653154815
55315,15366.094113222267
55316,88673.79180012686
55317,10353.43007657604
55318,6762.512252761623
55319,13875.6009811546
55320,28454.433449155924
55321,31644.84844716886
55322,10843.929749963034
55323,71640.54555270699
55324,56494.025078903964
55325,51120.089129700726
55326,22530.802742695974
55327,30986.9962503364
55328,44906.435925953665
55329,22342.692911386777
55330,51217.394440483484
55331,27117.693739473183
55332,41950.08211600541
55333,55627.306114342224
55334,31348.866402569696
55335,25300.208923261052
55336,33281.94997068097
55337,13958.954836978237
55338,32126.361631597807
55339,74229.33955877759
55340,43693.24422923992
55341,46215.839923883206
55342,72503.9352762028
55343,64941.675165657216
55344,66599.7847984948
55345,20240.395147206276
55346,53585.28789449341
55347,36194.9898420728
55348,14778.957600396501
55349,14520.772648041715
55350,13688.001121920808
55351,67411.22138606102
55352,9579.823451320995
55353,26160.834683528486
55354,82562.48434382345
55355,35305.8209917139
55356,31353.4670575004
55357,69717.51345643798
55358,14117.0292678762
55359,25213.84423969848
55360,19945.782462154268
55361,36289.06564537987
55362,42886.478785864165
55363,31925.49889625238
55364,36295.16160387478
55365,11208.756253456648
55366,13813.700050324009
55367,23851.01272370028
55368,25497.32975046054
55369,38727.969923369164
55370,59194.51616455407
55371,33949.07491697584
55372,17815.675479111484
55373,33572.08890134179
55374,25655.84895803965
55375,36407.38496583093
55376,17513.692834457073
55377,11337.81392927156
55378,12815.31116148232
55379,23507.282867597125
55380,31437.412373329422
55381,32966.548268265375
55382,39680.07507867018
55383,61935.038283365466
55384,56192.319274264955
55385,53984.090844980776
55386,34093.18550340393
55387,58559.350758799694
55388,38645.48556632259
55389,33181.093438649645
55390,45036.74282533788
55391,91180.6605289868
55392,29971.99206059219
55393,26696.658262856305
55394,43590.004773547706
55395,20431.2919758622
55396,52121.52282800968
55397,39130.716664116975
55398,91795.41468235929
55399,19397.09795420442
55400,41720.89083266054
55401,27413.158324018073
55402,79571.05956391199
55403,35448.81129193437
55404,9276.75627027888
55405,20248.64925647645
55406,56128.78799634301
55407,18798.91716565677
55408,23557.448621332394
55409,37262.95237776054
55410,49253.19595698017
55411,18290.16075956717
55412,19547.07707129796
55413,53301.01201964016
55414,35529.591199470124
55415,23722.284569237512
55416,16638.103925142885
55417,12072.995275662703
55418,64481.97277159583
55419,29260.37577301415
55420,60715.540602558045
55421,15937.201252415967
55422,53625.78221946254
55423,15268.591421643252
55424,77530.62256983623
55425,38301.86997256893
55426,25049.488932312004
55427,29980.740114250093
55428,62694.485654644355
55429,29971.99206059219
55430,16628.36729033374
55431,71948.96477821853
55432,46489.61916685147
55433,49342.07503364962
55434,19315.421038424047
55435,7982.815026484657
55436,14213.871258142795
55437,54554.06561846315
55438,49964.81044033522
55439,52225.32081041186
55440,51723.145743639805
55441,17757.688985981917
55442,30109.912539506633
55443,87994.6203425265
55444,23503.363758031024
55445,24038.061061134937
55446,84926.95801780089
55447,7464.257535585838
55448,101339.77965110331
55449,45399.30593155951
55450,66767.97532430223
55451,45375.095604680886
55452,51388.518230022724
55453,24194.51006814356
55454,51797.431219288
55455,53692.697155625356
55456,39240.59872195937
55457,13380.651451343776
55458,45711.69618984053
55459,24545.00324805253
55460,9692.300176612354
55461,38275.13204717893
55462,15789.996152054257
55463,74247.07542052235
55464,18131.574895808142
55465,15404.201037790916
55466,66251.37979862012
55467,16257.7589566386
55468,62715.84983924305
55469,24605.760766539584
55470,52731.87755292194
55471,39533.24563436539
55472,49007.682541010196
55473,15226.372244091372
55474,42255.16587897449
55475,32584.235857818097
55476,13200.36433181422
55477,66543.74392545754
55478,17540.358084436677
55479,8229.82423034705
55480,19927.00670305794
55481,37747.675467661975
55482,26735.24356666115
55483,12107.563158808754
55484,73622.8575274231
55485,-2359.383982999127
55486,53275.36965956584
55487,23836.97219889355
55488,69717.45236499641
55489,16506.583998535345
55490,15349.529711079258
55491,22649.021518400503
55492,22526.860579102282
55493,35051.637861585965
55494,24552.30524755148
55495,32334.44038758759
55496,80645.07853813468
55497,67452.80311761842
55498,98360.64107395252
55499,75457.76398974619
55500,14684.551548445399
55501,32258.22460755784
55502,54746.5423913828
55503,16917.13759120114
55504,54736.87270983658
55505,45006.67727260329
55506,84559.94021660608
55507,14118.607049451204
55508,64781.80070862545
55509,71801.12557593442
55510,42882.31143075155
55511,36666.55549400919
55512,14494.42490646656
55513,52954.58150912386
55514,28523.119530947504
55515,33849.706644942875
55516,21680.410860232918
55517,88808.93596939335
55518,49896.44743123184
55519,35229.782888355214
55520,20141.861127512613
55521,55081.62411525984
55522,11461.702891622113
55523,10264.892473960725
55524,73644.21687979254
55525,13439.706548370736
55526,27704.274894724193
55527,16160.00613575582
55528,17533.27729569222
55529,13565.852912551794
55530,11349.303382415754
55531,42864.50807175239
55532,57055.96123276414
55533,9638.954254894179
55534,44355.132948705424
55535,14790.89553155154
55536,11985.738566082582
55537,63751.359321473625
55538,25958.914556692805
55539,42681.397496917525
55540,8703.495846538935
55541,35684.86242134212
55542,10639.583599041622
55543,46206.71604963573
55544,66833.17765602883
